id,tag,population,geometry,centroid,area_id,area_distance,area_time,fastest_id,fastest_distance,fastest_time,area_levels,fastest_levels
583,11_2_2,973,"MULTIPOLYGON (((-58.51925941045683 -34.59171676776908, -58.51926407486731 -34.59172653741174, -58.51973660864823 -34.59116804282189, -58.51997016645103 -34.59089199398597, -58.5192030976681 -34.58925736932756, -58.51888243891654 -34.58934561658575, -58.51825011121588 -34.58951963403499, -58.51825090088752 -34.5895213432821, -58.51827085677782 -34.58956492748514, -58.51788618424579 -34.58967017665434, -58.51781438370158 -34.58965112383351, -58.51666761718475 -34.58999545286198, -58.51537267777729 -34.59035913168488, -58.51482965388556 -34.59054578071502, -58.51388005294398 -34.59082816568841, -58.51414159104119 -34.59099080866292, -58.51433293068505 -34.59110777475499, -58.51548668765739 -34.5918129428967, -58.51563713849674 -34.5919050644687, -58.51692935951925 -34.59269614802795, -58.51761603227715 -34.59311649130625, -58.51774748927097 -34.59319713947608, -58.51787822926483 -34.59327785157097, -58.51864786745629 -34.59242957263253, -58.51925941045683 -34.59171676776908)))",POINT (-58.51741988625904 -34.59112458431589),2,1.6469999999999998,355,2,1.6469999999999998,355,1,1
584,11_2_3,739,"MULTIPOLYGON (((-58.51433293068505 -34.59110777475499, -58.51414159104119 -34.59099080866292, -58.51388005294398 -34.59082816568841, -58.51243379996272 -34.59125821731233, -58.51137400530065 -34.59157330496839, -58.51103419590043 -34.59168182460151, -58.51131788756906 -34.59186995879589, -58.51151340055206 -34.59199108272387, -58.51280882696548 -34.59279382881586, -58.51410717483164 -34.59359825001593, -58.51487148390547 -34.59275289242563, -58.51554029483356 -34.59201313887751, -58.51563713849674 -34.5919050644687, -58.51548668765739 -34.5918129428967, -58.51433293068505 -34.59110777475499)))",POINT (-58.51355951866844 -34.59206331949312),2,1.4669999999999999,349,2,1.4669999999999999,349,1,1
585,11_2_4,555,"MULTIPOLYGON (((-58.51103419590043 -34.59168182460151, -58.51092682921775 -34.59171609378554, -58.51105868076279 -34.59249262159031, -58.51116165150093 -34.59309915393762, -58.51132922760581 -34.59408581616378, -58.5113794706808 -34.59437327217925, -58.51159608360924 -34.59561217760766, -58.51159713157566 -34.59561391022331, -58.51164510032322 -34.59569321745084, -58.5117812832923 -34.59570330399246, -58.51206362783457 -34.59574769887831, -58.51215169524736 -34.59576104402349, -58.51268787287369 -34.59516805599173, -58.51333995671634 -34.59444684347985, -58.51410717483164 -34.59359825001593, -58.51280882696548 -34.59279382881586, -58.51151340055206 -34.59199108272387, -58.51131788756906 -34.59186995879589, -58.51103419590043 -34.59168182460151)))",POINT (-58.51225033895674 -34.59377501545328),2,1.219,279,2,1.219,279,0,0
586,11_2_5,1066,"MULTIPOLYGON (((-58.51711466070149 -34.59411943129341, -58.51787822926483 -34.59327785157097, -58.51774748927097 -34.59319713947608, -58.51761603227715 -34.59311649130625, -58.51692935951925 -34.59269614802795, -58.51563713849674 -34.5919050644687, -58.51554029483356 -34.59201313887751, -58.51487148390547 -34.59275289242563, -58.51410717483164 -34.59359825001593, -58.51333995671634 -34.59444684347985, -58.51268787287369 -34.59516805599173, -58.51215169524736 -34.59576104402349, -58.51206362783457 -34.59574769887831, -58.5117812832923 -34.59570330399246, -58.51164510032322 -34.59569321745084, -58.5116460953059 -34.59573260176456, -58.51166033882458 -34.59582842786691, -58.51204047087464 -34.5959160279405, -58.51204090100931 -34.59591638328675, -58.51380565966002 -34.59617080103993, -58.51442165437794 -34.59626920673242, -58.51479675706504 -34.59646872494289, -58.51479689025513 -34.59646857689077, -58.51490359378715 -34.59634619464114, -58.51503861156816 -34.59619989325565, -58.5150386023879 -34.5961999274908, -58.51521763517491 -34.59622731642615, -58.51557558466705 -34.59582954076945, -58.51634236477993 -34.59497762365139, -58.51711466070149 -34.59411943129341)))",POINT (-58.51507916786759 -34.59435456846037),2,1.3359999999999999,297,2,1.3359999999999999,297,0,0
587,11_2_6,981,"MULTIPOLYGON (((-58.51790801468866 -34.59460761518402, -58.51777450829839 -34.59452224963766, -58.5172313781175 -34.5941884664039, -58.51711466070149 -34.59411943129341, -58.51634236477993 -34.59497762365139, -58.51557558466705 -34.59582954076945, -58.51521763517491 -34.59622731642615, -58.5150386023879 -34.5961999274908, -58.51503861156816 -34.59619989325565, -58.51490359378715 -34.59634619464114, -58.51515332749445 -34.59638701730146, -58.51616494695001 -34.59653677622469, -58.51691123462032 -34.59665109929519, -58.51790001356199 -34.59680256330971, -58.51947172742994 -34.59704368254938, -58.51962301794147 -34.59708507282334, -58.51962181872243 -34.5970878396902, -58.51969464036561 -34.59709562290288, -58.52016350105336 -34.59738027316945, -58.5202853046073 -34.59746766066547, -58.5208025286671 -34.59747875593207, -58.52129874531313 -34.59748290628439, -58.52177508512003 -34.59749429677571, -58.52207487332402 -34.59752718375405, -58.52246168860054 -34.59749086373554, -58.52252761521483 -34.59750252202215, -58.52264753948055 -34.59751774544549, -58.5227811857136 -34.59754718789607, -58.52294057040447 -34.5976019705864, -58.52315785476126 -34.59768421881153, -58.52265045771101 -34.59660315352454, -58.52257950229904 -34.59662231580712, -58.52257893354825 -34.59662077264579, -58.5222147992588 -34.59666348764101, -58.52157594651005 -34.59674006810503, -58.52136032440488 -34.59676214462943, -58.52045052260755 -34.59616924574539, -58.52029068681443 -34.59607150058678, -58.51917772455247 -34.59538952944898, -58.51805464198624 -34.59470135524084, -58.51790801468866 -34.59460761518402)))",POINT (-58.51867331999305 -34.5961363377937),2,1.848,402,2,1.848,402,1,1
588,11_2_7,841,"MULTIPOLYGON (((-58.51633477542059 -34.59853973674978, -58.51625682220783 -34.59863252103109, -58.51609341087365 -34.59880295129818, -58.51597928351699 -34.5989308229899, -58.51650855618193 -34.59886671505521, -58.51680653275819 -34.59883101854832, -58.51819370884957 -34.59866503711712, -58.51825345182877 -34.59859866935695, -58.51833371207027 -34.59864828258491, -58.51985526410009 -34.59846616396923, -58.52040982378848 -34.5983998440818, -58.52161798065843 -34.5982551766754, -58.52092374779308 -34.59783049354512, -58.52086540449372 -34.59774117628847, -58.52083792999343 -34.59767476677305, -58.5208025286671 -34.59747875593207, -58.5202853046073 -34.59746766066547, -58.52016350105336 -34.59738027316945, -58.51969464036561 -34.59709562290288, -58.51962181872243 -34.5970878396902, -58.51962301794147 -34.59708507282334, -58.51947172742994 -34.59704368254938, -58.51790001356199 -34.59680256330971, -58.51691123462032 -34.59665109929519, -58.51616494695001 -34.59653677622469, -58.51515332749445 -34.59638701730146, -58.51490359378715 -34.59634619464114, -58.51479689025513 -34.59646857689077, -58.51479675706504 -34.59646872494289, -58.514799484775 -34.596470175812, -58.51492785184818 -34.5965492842675, -58.51571525269247 -34.59703445647607, -58.51698480885084 -34.59781667500683, -58.51642821691067 -34.5984284941851, -58.51633477542059 -34.59853973674978)))",POINT (-58.51815896988651 -34.5976905565343),2,1.099,261,2,1.099,261,0,0
589,11_2_8,883,"MULTIPOLYGON (((-58.51985526410009 -34.59846616396923, -58.51833371207027 -34.59864828258491, -58.51952203513746 -34.59938318574119, -58.51966398438245 -34.59947101024461, -58.52066061717898 -34.60008408548063, -58.52078902340784 -34.60016670362983, -58.52091777071233 -34.60024953275558, -58.52205901618813 -34.60094992508727, -58.5231935494327 -34.60164622532032, -58.5233309049578 -34.60173094908971, -58.52374773080407 -34.60127044212421, -58.52375212855284 -34.60127990318281, -58.52422093021865 -34.60075869071953, -58.52447062434182 -34.60048107804004, -58.52315785476126 -34.59768421881153, -58.52294057040447 -34.5976019705864, -58.5227811857136 -34.59754718789607, -58.52264753948055 -34.59751774544549, -58.52252761521483 -34.59750252202215, -58.52246168860054 -34.59749086373554, -58.52207487332402 -34.59752718375405, -58.52177508512003 -34.59749429677571, -58.52129874531313 -34.59748290628439, -58.5208025286671 -34.59747875593207, -58.52083792999343 -34.59767476677305, -58.52086540449372 -34.59774117628847, -58.52092374779308 -34.59783049354512, -58.52161798065843 -34.5982551766754, -58.52040982378848 -34.5983998440818, -58.51985526410009 -34.59846616396923)))",POINT (-58.52204384665166 -34.59939486423421),2,1.401,301,2,1.401,301,1,1
590,11_2_9,665,"MULTIPOLYGON (((-58.52139685954862 -34.60277484344797, -58.5220474609431 -34.60315422908688, -58.52203324415748 -34.60315368293596, -58.52311865886757 -34.60384451430882, -58.52327911030685 -34.60394394552721, -58.52491099900755 -34.60495520451598, -58.52532641726206 -34.60465209336486, -58.52532479199106 -34.60464864672011, -58.52588583533267 -34.60427287897134, -58.52616330434302 -34.60408703745367, -58.52447062434182 -34.60048107804004, -58.52422093021865 -34.60075869071953, -58.52375212855284 -34.60127990318281, -58.52374773080407 -34.60127044212421, -58.5233309049578 -34.60173094908971, -58.5231935494327 -34.60164622532032, -58.52205901618813 -34.60094992508727, -58.52151495403353 -34.60155246492227, -58.52140865924211 -34.60166949237517, -58.52075565039838 -34.60238849397798, -58.5213818412609 -34.60277426533951, -58.52139685954862 -34.60277484344797)))",POINT (-58.5237298257574 -34.60274946358247),2,1.5759999999999998,328,2,1.5759999999999998,328,1,1
591,11_20_1,895,"MULTIPOLYGON (((-58.47243855740633 -34.60528730714027, -58.47123712983823 -34.60477125099216, -58.47108151178792 -34.604704569135, -58.47030474058246 -34.60571923552256, -58.47098692908484 -34.60601082171632, -58.47166528932722 -34.60630085500933, -58.47281760448335 -34.60689127985728, -58.47298788060793 -34.60697774770925, -58.47396422769019 -34.60747077839124, -58.47474361246346 -34.60646552571381, -58.47511166767177 -34.60599082322808, -58.47495399594863 -34.60589611731624, -58.47434128371263 -34.60551285311686, -58.47416231794355 -34.60540089403683, -58.47401665857337 -34.60531111553743, -58.47303861940895 -34.60470843323541, -58.47298350821921 -34.60467435210498, -58.47243855740633 -34.60528730714027)))",POINT (-58.47285867267526 -34.6059370773817),4,3.293,625,7,2.767,427,2,1
592,11_20_10,770,"MULTIPOLYGON (((-58.46784823775403 -34.61130379559395, -58.46781399821565 -34.61134865782572, -58.46839954592811 -34.61166012210593, -58.46895869100547 -34.61195757032259, -58.46973357733793 -34.61094044876813, -58.46920714654465 -34.61066138326684, -58.46870056671384 -34.61039287827377, -58.46858974467142 -34.61033196594866, -58.46935048249596 -34.60933498882543, -58.46806016546554 -34.60865791469432, -58.46795361768726 -34.60879764279632, -58.4666502070047 -34.60820266997135, -58.46651622139727 -34.60814309456619, -58.46551331163303 -34.60946704390839, -58.4653637450893 -34.60965282874611, -58.46513172824762 -34.60994115404297, -58.46582313525808 -34.61030629254434, -58.46588088344492 -34.61022649939468, -58.46594212927171 -34.61028628870712, -58.46656096843809 -34.61061663490737, -58.46784823775403 -34.61130379559395)))",POINT (-58.46754056933571 -34.60995505752136),4,2.355,479,4,2.355,479,1,1
593,11_20_11,698,"MULTIPOLYGON (((-58.46950753275228 -34.61224959380502, -58.47003806354113 -34.61253175639421, -58.47082444173132 -34.61151857112163, -58.4716063721092 -34.61051101494728, -58.47105003860386 -34.61021773368385, -58.47094637069819 -34.61016302041827, -58.47050137580604 -34.60993233699249, -58.46945525566073 -34.60938998509391, -58.46935048249596 -34.60933498882543, -58.46858974467142 -34.61033196594866, -58.46870056671384 -34.61039287827377, -58.46920714654465 -34.61066138326684, -58.46973357733793 -34.61094044876813, -58.46895869100547 -34.61195757032259, -58.46950753275228 -34.61224959380502)))",POINT (-58.47002820176139 -34.61085615341413),4,2.147,434,4,2.147,434,1,1
594,11_20_2,856,"MULTIPOLYGON (((-58.46960413223191 -34.6040714688382, -58.46892571505529 -34.60496210221, -58.46882981917065 -34.60508873153468, -58.47030474058246 -34.60571923552256, -58.47108151178792 -34.604704569135, -58.47123712983823 -34.60477125099216, -58.47243855740633 -34.60528730714027, -58.47298350821921 -34.60467435210498, -58.47264926448977 -34.60446754105617, -58.47180352593877 -34.60394160136664, -58.47171008564474 -34.60388350752037, -58.4716096608952 -34.60382104775036, -58.47043411768674 -34.6029375029852, -58.46969610833593 -34.60395068439954, -58.46960413223191 -34.6040714688382)))",POINT (-58.47074781122077 -34.60445486187882),4,3.6,685,7,2.813,430,2,1
595,11_20_3,1136,"MULTIPOLYGON (((-58.47166528932722 -34.60630085500933, -58.47098692908484 -34.60601082171632, -58.47030474058246 -34.60571923552256, -58.46882981917065 -34.60508873153468, -58.46805829806554 -34.60610725667898, -58.46728769498919 -34.60712464993844, -58.46875275992176 -34.60774982053436, -58.47011605663601 -34.60833152739018, -58.47089651619815 -34.60730855222126, -58.47166528932722 -34.60630085500933)))",POINT (-58.46947490308646 -34.60671085613964),4,3.38,642,7,3.111,481,2,1
596,11_20_4,893,"MULTIPOLYGON (((-58.47127256236866 -34.60891992404849, -58.47143560057962 -34.60900287328958, -58.4718273537441 -34.609203556233, -58.47239509678683 -34.60949443864071, -58.47317988467556 -34.60848243503965, -58.47396422769019 -34.60747077839124, -58.47298788060793 -34.60697774770925, -58.47281760448335 -34.60689127985728, -58.47166528932722 -34.60630085500933, -58.47089651619815 -34.60730855222126, -58.47011605663601 -34.60833152739018, -58.47127256236866 -34.60891992404849)))",POINT (-58.47203607790791 -34.60789856233401),4,2.524,495,7,3.085,485,1,1
597,11_20_5,863,"MULTIPOLYGON (((-58.47632380477641 -34.60872220377497, -58.47614815428381 -34.60862834655741, -58.47509979695029 -34.60807090178327, -58.47410741829296 -34.60754316214029, -58.47396422769019 -34.60747077839124, -58.47317988467556 -34.60848243503965, -58.47239509678683 -34.60949443864071, -58.47252926019821 -34.6095631628282, -58.4735287233468 -34.61009563298553, -58.47455273269774 -34.61064112117116, -58.47472284841619 -34.61073103739364, -58.47552363420745 -34.60972563730785, -58.47615152601785 -34.60893730124702, -58.47632380477641 -34.60872220377497)))",POINT (-58.47435401568743 -34.60910142307152),4,2.167,465,4,2.167,465,1,1
598,11_20_6,711,"MULTIPOLYGON (((-58.4719586806527 -34.61211886428664, -58.47117052200586 -34.61313438092109, -58.47135938026965 -34.61323500510636, -58.47164569278505 -34.61338879282695, -58.47182143362249 -34.61348448749824, -58.47195935442728 -34.6135841285955, -58.47209362013425 -34.61374954683856, -58.47221927828767 -34.61387418948287, -58.47232446336336 -34.61374206378785, -58.47312556248434 -34.61273639820788, -58.47392459829149 -34.61173319227188, -58.47472284841619 -34.61073103739364, -58.47455273269774 -34.61064112117116, -58.4735287233468 -34.61009563298553, -58.47274188044324 -34.61110961063576, -58.47257495384563 -34.61132470253411, -58.4719586806527 -34.61211886428664)))",POINT (-58.47293636056926 -34.61193232665089),4,1.8259999999999998,408,4,1.8259999999999998,408,1,1
599,11_20_7,653,"MULTIPOLYGON (((-58.4716063721092 -34.61051101494728, -58.47082444173132 -34.61151857112163, -58.47003806354113 -34.61253175639421, -58.47094401195062 -34.61301368784256, -58.47117052200586 -34.61313438092109, -58.4719586806527 -34.61211886428664, -58.47257495384563 -34.61132470253411, -58.47274188044324 -34.61110961063576, -58.4735287233468 -34.61009563298553, -58.47252926019821 -34.6095631628282, -58.47239509678683 -34.60949443864071, -58.47222945004649 -34.60970819194408, -58.4716063721092 -34.61051101494728)))",POINT (-58.47178350164625 -34.61131364755227),4,1.827,408,4,1.827,408,1,1
600,11_20_8,502,"MULTIPOLYGON (((-58.47239509678683 -34.60949443864071, -58.4718273537441 -34.609203556233, -58.47143560057962 -34.60900287328958, -58.47127256236866 -34.60891992404849, -58.47011605663601 -34.60833152739018, -58.46935048249596 -34.60933498882543, -58.46945525566073 -34.60938998509391, -58.47050137580604 -34.60993233699249, -58.47094637069819 -34.61016302041827, -58.47105003860386 -34.61021773368385, -58.4716063721092 -34.61051101494728, -58.47222945004649 -34.60970819194408, -58.47239509678683 -34.60949443864071)))",POINT (-58.47087115371507 -34.60941828732906),4,2.324,462,4,2.324,462,1,1
601,11_20_9,820,"MULTIPOLYGON (((-58.47011605663601 -34.60833152739018, -58.46875275992176 -34.60774982053436, -58.46728769498919 -34.60712464993844, -58.46651622139727 -34.60814309456619, -58.4666502070047 -34.60820266997135, -58.46795361768726 -34.60879764279632, -58.46806016546554 -34.60865791469432, -58.46935048249596 -34.60933498882543, -58.47011605663601 -34.60833152739018)))",POINT (-58.46830309728833 -34.60821848383964),4,2.612,501,4,2.612,501,1,1
602,11_21_1,794,"MULTIPOLYGON (((-58.47043411768674 -34.6029375029852, -58.47019451906959 -34.60280610450927, -58.46929216528854 -34.602165075938, -58.4689122822032 -34.60186036597605, -58.46876604745542 -34.60189410701106, -58.46749294122901 -34.60221016158685, -58.46733401519148 -34.60224953541842, -58.46608270162253 -34.60255958829008, -58.46685215194824 -34.60289028129181, -58.4682774483018 -34.60350271241939, -58.46842820693877 -34.60356749661425, -58.46960413223191 -34.6040714688382, -58.46969610833593 -34.60395068439954, -58.47043411768674 -34.6029375029852)))",POINT (-58.46859495154498 -34.60286982709869),4,3.4419999999999997,664,7,2.5069999999999997,513,2,1
603,11_21_10,829,"MULTIPOLYGON (((-58.46578028394411 -34.6078273290219, -58.4654995389463 -34.60770817643954, -58.46535107491208 -34.60764521967426, -58.46518685331292 -34.60757472755898, -58.46440206257372 -34.60860731446756, -58.46425172206901 -34.60844738098547, -58.46406407472367 -34.60828723646129, -58.46394601857357 -34.60820800944099, -58.46388443526045 -34.6081667409216, -58.46375965044766 -34.60808300657541, -58.4627046538459 -34.60737298484953, -58.46219291129383 -34.60840696576962, -58.46342636309505 -34.60905086167023, -58.46513172824762 -34.60994115404297, -58.4653637450893 -34.60965282874611, -58.46551331163303 -34.60946704390839, -58.46651622139727 -34.60814309456619, -58.46578028394411 -34.6078273290219)))",POINT (-58.46442314256375 -34.60859524072707),4,2.739,526,3,2.675,519,1,1
604,11_21_11,941,"MULTIPOLYGON (((-58.46518685331292 -34.60757472755898, -58.46441975133008 -34.60724571448118, -58.46430340039149 -34.60719578463264, -58.46323963904737 -34.60674535468159, -58.46305174228719 -34.60666535238808, -58.46192045128273 -34.60618329017365, -58.46177062988092 -34.60611948392516, -58.46063569123496 -34.60563600122419, -58.46051303407187 -34.60588586758777, -58.46154048184973 -34.60658358377542, -58.46215050249809 -34.6069978288233, -58.46251002741859 -34.60724199392015, -58.4627046538459 -34.60737298484953, -58.46375965044766 -34.60808300657541, -58.46388443526045 -34.6081667409216, -58.46394601857357 -34.60820800944099, -58.46406407472367 -34.60828723646129, -58.46425172206901 -34.60844738098547, -58.46440206257372 -34.60860731446756, -58.46518685331292 -34.60757472755898)))",POINT (-58.46314223628936 -34.60715515721125),4,3.25,654,7,2.7119999999999997,521,2,1
605,11_21_2,765,"MULTIPOLYGON (((-58.4667313368809 -34.60554073725773, -58.46791741567009 -34.60604740139396, -58.46805829806554 -34.60610725667898, -58.46882981917065 -34.60508873153468, -58.46892571505529 -34.60496210221, -58.46960413223191 -34.6040714688382, -58.46842820693877 -34.60356749661425, -58.4682774483018 -34.60350271241939, -58.46750559436147 -34.60452010754573, -58.46624739736203 -34.60397998943131, -58.46608522637887 -34.60391006182451, -58.4655251712689 -34.6050251180183, -58.46657989460746 -34.60547602143425, -58.4667313368809 -34.60554073725773)))",POINT (-58.46760420413943 -34.60478176768326),4,3.216,608,7,2.947,457,2,1
606,11_21_3,997,"MULTIPOLYGON (((-58.46608270162253 -34.60255958829008, -58.46579695589698 -34.60263037320902, -58.46527852419106 -34.60275891126454, -58.46494576297422 -34.60284307596092, -58.46471036123315 -34.60331668953791, -58.46608522637887 -34.60391006182451, -58.46624739736203 -34.60397998943131, -58.46750559436147 -34.60452010754573, -58.4682774483018 -34.60350271241939, -58.46685215194824 -34.60289028129181, -58.46608270162253 -34.60255958829008)))",POINT (-58.46653213370526 -34.60345449904862),4,3.26,633,7,2.734,553,2,1
607,11_21_4,756,"MULTIPOLYGON (((-58.46608522637887 -34.60391006182451, -58.46471036123315 -34.60331668953791, -58.46494576297422 -34.60284307596092, -58.46435936231982 -34.60299147124547, -58.46307302108543 -34.60331691680469, -58.46291119501978 -34.60335811593249, -58.46210853537087 -34.60356255902518, -58.46287593505613 -34.6038913051317, -58.46415293220089 -34.604438359466, -58.46434210261361 -34.60451934602843, -58.4655251712689 -34.6050251180183, -58.46608522637887 -34.60391006182451)))",POINT (-58.46440638346742 -34.60388498889409),4,3.411,687,7,2.331,450,2,1
608,11_21_5,922,"MULTIPOLYGON (((-58.46012401402325 -34.60406874954472, -58.46002095452764 -34.60409515677113, -58.45893482271023 -34.60437365970311, -58.45847394698892 -34.60449181807048, -58.45878243264156 -34.60471486491829, -58.45951302857806 -34.60520898924052, -58.45965356154863 -34.60530399639142, -58.46031057871927 -34.60574839386189, -58.46051303407187 -34.60588586758777, -58.46063569123496 -34.60563600122419, -58.46118338057715 -34.60452005190433, -58.46232316208836 -34.60500564236963, -58.46287593505613 -34.6038913051317, -58.46210853537087 -34.60356255902518, -58.46158830352225 -34.60369509560922, -58.46146940288746 -34.60372537730093, -58.46053914723242 -34.60396234514163, -58.46012401402325 -34.60406874954472)))",POINT (-58.46079878917343 -34.60454059324523),4,3.7889999999999997,667,3,2.21,438,2,1
609,11_21_6,969,"MULTIPOLYGON (((-58.46360042816075 -34.60555009665579, -58.46415293220089 -34.604438359466, -58.46287593505613 -34.6038913051317, -58.46232316208836 -34.60500564236963, -58.46118338057715 -34.60452005190433, -58.46063569123496 -34.60563600122419, -58.46177062988092 -34.60611948392516, -58.46192045128273 -34.60618329017365, -58.46305174228719 -34.60666535238808, -58.46312618449095 -34.60650436023559, -58.46360042816075 -34.60555009665579)))",POINT (-58.46250469695904 -34.6052909131019),4,3.1710000000000003,643,7,2.6319999999999997,520,2,1
610,11_21_7,711,"MULTIPOLYGON (((-58.46360042816075 -34.60555009665579, -58.46312618449095 -34.60650436023559, -58.46305174228719 -34.60666535238808, -58.46323963904737 -34.60674535468159, -58.46430340039149 -34.60719578463264, -58.46441975133008 -34.60724571448118, -58.46490957030667 -34.60625066953902, -58.4649678266213 -34.60613460779943, -58.4655251712689 -34.6050251180183, -58.46434210261361 -34.60451934602843, -58.46415293220089 -34.604438359466, -58.46360042816075 -34.60555009665579)))",POINT (-58.46428517450444 -34.60584217957314),4,2.998,593,4,2.998,593,1,1
611,11_21_8,712,"MULTIPOLYGON (((-58.4649678266213 -34.60613460779943, -58.46490957030667 -34.60625066953902, -58.46441975133008 -34.60724571448118, -58.46518685331292 -34.60757472755898, -58.46595953039378 -34.60655791098806, -58.46728769498919 -34.60712464993844, -58.46805829806554 -34.60610725667898, -58.46791741567009 -34.60604740139396, -58.4667313368809 -34.60554073725773, -58.46657989460746 -34.60547602143425, -58.4655251712689 -34.6050251180183, -58.4649678266213 -34.60613460779943)))",POINT (-58.46611396294411 -34.60629378962885),4,2.9960000000000004,577,7,3.265,520,1,1
612,11_21_9,537,"MULTIPOLYGON (((-58.46728769498919 -34.60712464993844, -58.46595953039378 -34.60655791098806, -58.46518685331292 -34.60757472755898, -58.46535107491208 -34.60764521967426, -58.4654995389463 -34.60770817643954, -58.46578028394411 -34.6078273290219, -58.46651622139727 -34.60814309456619, -58.46728769498919 -34.60712464993844)))",POINT (-58.46623767249255 -34.60735007646702),4,2.9360000000000004,571,7,2.943,564,1,1
613,11_22_1,904,"MULTIPOLYGON (((-58.46342636309505 -34.60905086167023, -58.46219291129383 -34.60840696576962, -58.46164061032156 -34.60952291886936, -58.46182604176276 -34.60962567059621, -58.46269289935359 -34.61008090171462, -58.46284988361652 -34.61016358071231, -58.46278369992615 -34.61029140236418, -58.46225737490212 -34.61128601543483, -58.46240899468675 -34.61136348350616, -58.46370152240278 -34.61204103963542, -58.46441395110023 -34.61098754259481, -58.46506801702758 -34.61002031313158, -58.46513172824762 -34.60994115404297, -58.46342636309505 -34.60905086167023)))",POINT (-58.46333465468274 -34.610197319561),4,2.437,439,4,2.437,439,1,1
614,11_22_10,777,"MULTIPOLYGON (((-58.46170744149013 -34.61234330421603, -58.46070828277929 -34.61179552559651, -58.46055266024129 -34.61172101320095, -58.46048536423405 -34.61185693244013, -58.46003626449894 -34.61275618148141, -58.45954387923369 -34.61374190961961, -58.45944838425437 -34.61388564469225, -58.46039347371361 -34.61424539749507, -58.46066741919034 -34.61434801169461, -58.46186491638026 -34.61479670387327, -58.46204661497545 -34.61448789106455, -58.46245336594528 -34.61388653287609, -58.46301301161723 -34.61305903803219, -58.46170744149013 -34.61234330421603)))",POINT (-58.46119704269835 -34.61333162743587),4,2.055,383,4,2.055,383,1,1
615,11_22_11,701,"MULTIPOLYGON (((-58.46498365845766 -34.61507873773598, -58.46363553440411 -34.61444323973373, -58.46419824031128 -34.613708771033, -58.46301301161723 -34.61305903803219, -58.46245336594528 -34.61388653287609, -58.46204661497545 -34.61448789106455, -58.46186491638026 -34.61479670387327, -58.46303014172977 -34.61523320082099, -58.46320408752091 -34.61529834340624, -58.46413481280401 -34.61564363006499, -58.46437316006303 -34.61572870049486, -58.46446592651488 -34.61576179896264, -58.46498365845766 -34.61507873773598)))",POINT (-58.46336422849003 -34.61450583825594),4,1.78,339,4,1.78,339,1,1
616,11_22_2,977,"MULTIPOLYGON (((-58.46441395110023 -34.61098754259481, -58.46370152240278 -34.61204103963542, -58.4647980664371 -34.61261590574316, -58.46496681276459 -34.61270569471365, -58.46565070148876 -34.61181311244712, -58.4657447361023 -34.61169021833712, -58.46703525196151 -34.61237393656955, -58.46771690081948 -34.61147592001977, -58.46781399821565 -34.61134865782572, -58.46784823775403 -34.61130379559395, -58.46656096843809 -34.61061663490737, -58.46594212927171 -34.61028628870712, -58.46588088344492 -34.61022649939468, -58.46582313525808 -34.61030629254434, -58.46513172824762 -34.60994115404297, -58.46506801702758 -34.61002031313158, -58.46441395110023 -34.61098754259481)))",POINT (-58.46567280564042 -34.6113720121108),4,2.187,401,4,2.187,401,1,1
617,11_22_3,996,"MULTIPOLYGON (((-58.46626048990458 -34.61339435072407, -58.4661553811065 -34.61353287987906, -58.46548758288527 -34.61441391464504, -58.46558520441733 -34.6144663086267, -58.46663391912178 -34.61501996118204, -58.46767872915309 -34.61557149207939, -58.46846448325886 -34.61455909722152, -58.46740690292366 -34.61400039009733, -58.46818020851845 -34.61298032095524, -58.46828318390066 -34.61284446629437, -58.46895869100547 -34.61195757032259, -58.46839954592811 -34.61166012210593, -58.46781399821565 -34.61134865782572, -58.46771690081948 -34.61147592001977, -58.46703525196151 -34.61237393656955, -58.46626048990458 -34.61339435072407)))",POINT (-58.46729843089434 -34.61355915404996),4,1.76,345,4,1.76,345,1,1
618,11_22_4,694,"MULTIPOLYGON (((-58.47221927828767 -34.61387418948287, -58.47209362013425 -34.61374954683856, -58.47195935442728 -34.6135841285955, -58.47182143362249 -34.61348448749824, -58.47164569278505 -34.61338879282695, -58.47135938026965 -34.61323500510636, -58.47117052200586 -34.61313438092109, -58.47094401195062 -34.61301368784256, -58.47003806354113 -34.61253175639421, -58.46950753275228 -34.61224959380502, -58.46895869100547 -34.61195757032259, -58.46828318390066 -34.61284446629437, -58.46818020851845 -34.61298032095524, -58.46925013312096 -34.61354690841653, -58.47038421795759 -34.61414742730174, -58.47152172665437 -34.61474976638856, -58.47221927828767 -34.61387418948287)))",POINT (-58.4702275968293 -34.61335391566891),4,1.56,340,4,1.56,340,1,1
619,11_22_5,893,"MULTIPOLYGON (((-58.46925013312096 -34.61354690841653, -58.46818020851845 -34.61298032095524, -58.46740690292366 -34.61400039009733, -58.46846448325886 -34.61455909722152, -58.46864908210135 -34.61465662707715, -58.46959951314 -34.61515856688045, -58.46881393751713 -34.61617068723957, -58.4699233498458 -34.61675635169857, -58.47072331443321 -34.61575211095387, -58.4711226081268 -34.61525093933875, -58.47152172665437 -34.61474976638856, -58.47038421795759 -34.61414742730174, -58.46925013312096 -34.61354690841653)))",POINT (-58.469535106664 -34.61476856686424),4,1.393,308,4,1.393,308,1,1
